d,x
-0.716638406509611,0
-0.454633324709573,0.01
0.192074733298462,0.02
-0.249918390526252,0.03
-0.237313029010462,0.04
0.0545605375922411,0.05
1.09972896932871,0.06
0.0552156266284673,0.07
-0.231970826095443,0.08
-0.458450739605889,0.09
0.041110948936999,0.1
0.383729063669537,0.11
0.0994252433170496,0.12
0.507114227074178,0.13
0.408896276502199,0.14
0.521547188816639,0.15
1.03956247202439,0.16
0.544674343481781,0.17
-0.10441939424923,0.18
0.0582755990966234,0.19
-1.02506032846703,0.2
0.367996747789067,0.21
0.615669751685604,0.22
0.839247936090041,0.23
0.235935405937793,0.24
-0.0633771671929821,0.25
-0.00239796372222867,0.26
1.21353268420848,0.27
0.406246156868495,0.28
0.702843088699457,0.29
0.796366469734109,0.3
0.170556812006072,0.31
-0.0680474831337521,0.32
1.44709424299462,0.33
0.100285990839341,0.34
-0.340237523897988,0.35
-0.0795571896160606,0.36
0.611791013287726,0.37
0.729994535839881,0.38
-0.0857133670263316,0.39
0.71328064222119,0.4
0.54234273625234,0.41
0.732702532801884,0.42
1.03151281680689,0.43
0.470081148102711,0.44
1.11389987424836,0.45
0.529205163084555,0.46
0.00974718246168488,0.47
0.553509177733871,0.48
-0.949741956457831,0.49
-0.177560602642155,0.5
0.584443896265198,0.51
0.540364299096075,0.52
1.15796625277886,0.53
-0.142140824601649,0.54
0.794676634853815,0.55
1.09683053103664,0.56
-0.0781511068977647,0.57
1.19066979743472,0.58
0.191409250795008,0.59
0.574083846283807,0.6
0.511031067472759,0.61
0.946875768502159,0.62
0.463821592948914,0.63
0.645089022244098,0.64
-0.216481240321516,0.65
0.373923891883413,0.66
0.948019369326013,0.67
0.639458788507028,0.68
1.17217915945959,0.69
0.866000643105715,0.7
0.757711616471502,0.71
0.391400667144267,0.72
0.549914777247456,0.73
0.562484949675104,0.74
1.51512830240466,0.75
-0.440897416140218,0.76
1.1052865841701,0.77
0.1446172287877,0.78
1.15254599538127,0.79
1.1696201455268,0.8
0.341377740839633,0.81
2.3179302569786,0.82
0.50833237242892,0.83
0.895991968914079,0.84
1.13335052486824,0.85
0.425980008718184,0.86
1.67017827327533,0.87
1.32754272325959,0.88
1.90152121387421,0.89
0.639850392983687,0.9
0.418369004936763,0.91
1.05802199887025,0.92
1.49131147714978,0.93
1.32878991899431,0.94
0.965009350978566,0.95
0.820430545360807,0.96
0.610445093054162,0.97
0.822209636779114,0.98
1.19613602974869,0.99
0.880304745945863,1
1.09195443892684,1.01
0.441113950093171,1.02
0.0557876539058333,1.03
0.669055970594494,1.04
1.54227784984054,1.05
1.41109570058931,1.06
0.940710163972448,1.07
1.08168948371756,1.08
1.27293281633681,1.09
0.820965680117876,1.1
0.603895690584289,1.11
0.862787098561902,1.12
1.55668247459934,1.13
1.25324284570978,1.14
1.29002732916579,1.15
0.64136828892792,1.16
1.55433379909451,1.17
0.522359192860768,1.18
0.458429058250167,1.19
0.828945500501902,1.2
0.172422739464031,1.21
0.816657862932625,1.22
0.804710834738987,1.23
-0.0329202085353537,1.24
0.723513199661369,1.25
1.53169419651225,1.26
0.5279769031858,1.27
1.74634476264315,1.28
0.48699948931477,1.29
0.798750223557467,1.3
0.832979933520221,1.31
1.14112631384967,1.32
0.523361481223759,1.33
0.823577590855964,1.34
0.882933412421686,1.35
1.43648732159486,1.36
0.0935627458055587,1.37
1.38493868194329,1.38
0.875239301498764,1.39
1.43788158803738,1.4
0.837192804573765,1.41
0.752206781043266,1.42
0.0832057720057569,1.43
2.19444251911057,1.44
0.623597943682264,1.45
1.9185359365867,1.46
1.02376515749935,1.47
0.930014480306026,1.48
1.39013253220596,1.49
0.907233145305324,1.5
0.831612168404248,1.51
0.630835047092875,1.52
1.70297543284069,1.53
0.823308877860793,1.54
-0.188313873192412,1.55
1.27285525969663,1.56
0.965246507478604,1.57
0.509783613825384,1.58
1.23490805546575,1.59
0.901052476027913,1.6
0.146158165212888,1.61
0.857316711664645,1.62
0.833452315970796,1.63
0.841112079422118,1.64
0.534308750642638,1.65
1.35506011084148,1.66
1.12068722493508,1.67
0.71705938437852,1.68
1.40207370877021,1.69
0.742633652545956,1.7
0.671963556278771,1.71
1.14506830337741,1.72
-0.123330880514422,1.73
0.566381885408143,1.74
0.333388148769179,1.75
0.895341659780791,1.76
1.21246791438753,1.77
0.755462730148658,1.78
0.17917307553973,1.79
1.03872297054088,1.8
1.04754977932543,1.81
0.546664178014668,1.82
0.261400787115834,1.83
1.53671967202325,1.84
0.640555574360861,1.85
0.988309749736112,1.86
0.811201998265524,1.87
1.01172627004549,1.88
1.14339535254373,1.89
0.703098212132133,1.9
0.394381419679892,1.91
1.13336277181862,1.92
1.87187586298283,1.93
0.763247685366081,1.94
0.688476344289694,1.95
1.23723874762418,1.96
1.13060219508358,1.97
-0.0676149952278613,1.98
1.01200283511266,1.99
0.633848244395226,2
0.774844596735062,2.01
0.560548684051264,2.02
1.03108792110858,2.03
0.117472432883796,2.04
1.04063761204479,2.05
0.931942663215014,2.06
1.17211349187478,2.07
0.728949917173977,2.08
1.47677643706697,2.09
0.62125828814503,2.1
0.174356103075837,2.11
1.21214234940982,2.12
0.640811376665784,2.13
-0.447936905249401,2.14
1.50965507924532,2.15
0.589287366471737,2.16
0.176180213354511,2.17
1.42611006240682,2.18
0.237341145978198,2.19
0.512149197822637,2.2
1.56299122677482,2.21
0.668049064349202,2.22
0.8622127022205,2.23
0.592075797858066,2.24
-0.075926961247253,2.25
0.271459720520191,2.26
1.63199705104064,2.27
0.664593609632466,2.28
0.888344110737709,2.29
1.1521162467482,2.3
0.0680707721403881,2.31
0.663575301381195,2.32
0.677696953885964,2.33
0.863125060379158,2.34
1.00106732613882,2.35
0.475988102619089,2.36
0.464959954709615,2.37
-0.0326521967086887,2.38
0.269174210844069,2.39
1.45370490202695,2.4
0.911660426989213,2.41
0.968499756369919,2.42
-0.120284968451729,2.43
0.231025656387191,2.44
-0.0405995132348826,2.45
1.0605565213876,2.46
0.398679774682858,2.47
0.595791073894368,2.48
0.596841549738668,2.49
-0.00293915345398021,2.5
0.836050324369241,2.51
0.571101669165822,2.52
0.735393432468953,2.53
1.1277132251959,2.54
0.379704038126176,2.55
1.25409676265814,2.56
-0.683535826555325,2.57
0.733703662305768,2.58
-0.391044223063433,2.59
-0.0445230429549334,2.6
-0.555118319982375,2.61
0.65679622062374,2.62
-0.0709106033407618,2.63
0.351641486432832,2.64
0.432687711993998,2.65
-0.276986462299853,2.66
0.15913643584743,2.67
1.46435837071636,2.68
-0.237833593350681,2.69
0.802982533201643,2.7
0.0917671951179465,2.71
0.872281508487762,2.72
0.696499627480977,2.73
0.855018122332121,2.74
0.659970538540493,2.75
-0.401134683881477,2.76
0.127464282767623,2.77
0.301279036148273,2.78
0.459997821613605,2.79
0.117783551911014,2.8
-0.0154596473544044,2.81
0.0598542599817394,2.82
-0.209717857452481,2.83
0.152569913823393,2.84
-0.929934725535755,2.85
0.673301079644052,2.86
-0.0538571799640333,2.87
-0.491974217996458,2.88
1.18300422397646,2.89
0.492873869083579,2.9
0.969185603943403,2.91
0.671624896615347,2.92
-0.302832908613975,2.93
0.0856895483906839,2.94
0.0716380829549232,2.95
0.161113024493941,2.96
0.416074339801728,2.97
0.534472528302185,2.98
0.216852307677707,2.99
0.755230828755018,3
0.354394454384764,3.01
-0.0660088377235124,3.02
-0.444807660568632,3.03
-0.317437399193896,3.04
-1.03539259542889,3.05
0.0724191929428713,3.06
0.0450434468494517,3.07
-0.143027967684122,3.08
0.523836479038035,3.09
0.702979422482814,3.1
-0.457480340141151,3.11
-0.00983545586220112,3.12
-0.224014094355686,3.13
-0.062705926467131,3.14
0.00880918297161469,3.15
0.207634727202976,3.16
-0.148166085464514,3.17
0.176663882786179,3.18
-0.203739387626143,3.19
-0.173256449710957,3.2
-0.735554298411356,3.21
0.228562799011432,3.22
-0.073541534789528,3.23
-0.391917065129879,3.24
-0.104366062461918,3.25
-0.785569200154381,3.26
0.0259429369334655,3.27
-0.0318306312459502,3.28
-0.36803043946271,3.29
-0.644836785541316,3.3
-0.396057007303242,3.31
-1.11963326691326,3.32
-1.004428319803,3.33
-0.729286699322959,3.34
-0.0974961738127821,3.35
0.0717614774215196,3.36
0.217574164722065,3.37
-0.11332787440424,3.38
-0.726741422382578,3.39
-0.864640747513424,3.4
-0.393665332435955,3.41
-1.0415987259996,3.42
-0.376398886393592,3.43
-0.60968192246767,3.44
-0.0138628287464767,3.45
-0.415512430497942,3.46
-0.505463899622385,3.47
-0.571877990383839,3.48
0.248343364058988,3.49
-0.00160679410802678,3.5
0.140971016383995,3.51
-0.458534455251555,3.52
-0.589315754938273,3.53
-1.24292083150008,3.54
-1.37397402907419,3.55
-0.252902901018684,3.56
-0.619617705276262,3.57
-0.902104529895548,3.58
-0.210340351069963,3.59
-0.636555592476358,3.6
-0.424391442314792,3.61
-0.846922015445108,3.62
-0.104072616639402,3.63
-1.3404862270825,3.64
-0.530274301159006,3.65
-0.990490807122063,3.66
-0.161335042541394,3.67
-0.454582791275392,3.68
0.116634003600301,3.69
-0.267016263521744,3.7
-0.847834280484485,3.71
-0.590904187058909,3.72
-0.339069508002188,3.73
-0.338940963564865,3.74
-1.19914469733965,3.75
-0.204696743562532,3.76
0.236047234332545,3.77
-0.321618970051627,3.78
-0.318766781572793,3.79
-1.85545575908247,3.8
-0.725621379238093,3.81
-1.3210562712567,3.82
-0.359183407316171,3.83
-1.03451565961681,3.84
-0.850573947532148,3.85
-1.09584723355593,3.86
-0.33586218727425,3.87
-1.15057114887942,3.88
-0.340752807550291,3.89
-0.42960497926392,3.9
-0.88595626157993,3.91
-0.489337704748907,3.92
-1.53922820647537,3.93
0.270230130423817,3.94
-0.732863960609625,3.95
-1.23307638665597,3.96
-0.470767679281003,3.97
-0.566693309774172,3.98
-0.653990415474495,3.99
-0.318293818749003,4
-1.11893037695036,4.01
-0.177783943188717,4.02
