d,x
11.7794756404296,-5
13.0989523254665,-4.99
12.4156007772202,-4.98
12.4435816007423,-4.97
11.4400871483193,-4.96
11.2727333093263,-4.95
12.5644790696394,-4.94
13.5748875777562,-4.93
11.565974644709,-4.92
12.9190981617999,-4.91
13.0797638476665,-4.9
12.6818571674598,-4.89
13.0267627213459,-4.88
11.7702926946421,-4.87
9.69911010201604,-4.86
10.3920975832926,-4.85
10.9644902373473,-4.84
9.57095162413261,-4.83
10.4032117636171,-4.82
12.1072913625029,-4.81
9.95795903972045,-4.8
10.8479062829401,-4.79
10.8333586737625,-4.78
12.3051225848832,-4.77
10.1165022774187,-4.76
10.9227828002827,-4.75
8.95581389140505,-4.74
9.22040221254421,-4.73
10.3351141172484,-4.72
10.4445742202629,-4.71
9.36034435080209,-4.7
10.0201678587481,-4.69
8.98625212177016,-4.68
10.1474096497482,-4.67
8.785612886029,-4.66
9.65468053257141,-4.65
9.67183361598851,-4.64
10.6689570029662,-4.63
8.04389086334398,-4.62
9.28498287712253,-4.61
7.26330495417121,-4.6
9.0356388434143,-4.59
9.61281387910508,-4.58
7.68161790564827,-4.57
8.4645523670289,-4.56
9.81980629390164,-4.55
10.1690637204171,-4.54
8.43799973676059,-4.53
9.84504133538749,-4.52
8.12451314522366,-4.51
7.33356478794922,-4.5
8.02867425189955,-4.49
6.31550798080953,-4.48
7.1580240746637,-4.47
7.2897981963838,-4.46
9.21676457331818,-4.45
7.98877460618903,-4.44
9.7388113442736,-4.43
8.06881674501424,-4.42
7.90689462809054,-4.41
7.2596590706533,-4.4
6.52254196108233,-4.39
7.51479896713263,-4.38
6.90098547895462,-4.37
5.65221723345751,-4.36
7.65730080005067,-4.35
6.91081073381844,-4.34
7.27177989046288,-4.33
6.42390600659855,-4.32
7.56475560170403,-4.31
6.216414459138,-4.3
7.10686348348934,-4.29
7.35592471909603,-4.28
6.49956627709373,-4.27
5.64225797515887,-4.26
6.73949940587452,-4.25
7.51680632375761,-4.24
4.20084786971278,-4.23
6.43267950678374,-4.22
6.40011489785274,-4.21
6.54974541240906,-4.2
5.76243992414998,-4.19
6.42112803069908,-4.18
5.4711940844494,-4.17
6.22341785331863,-4.16
7.05959755695174,-4.15
5.76452579177439,-4.14
4.72040487748566,-4.13
5.64108011262411,-4.12
6.12386340551529,-4.11
5.36534766021373,-4.1
7.24314330046445,-4.09
5.0874689261088,-4.08
5.05081789036996,-4.07
7.0532979773773,-4.06
5.67048688245273,-4.05
5.85584510608698,-4.04
6.603333078089,-4.03
4.56414677540092,-4.02
4.98373175062798,-4.01
5.98949134439185,-4
4.27437168111189,-3.99
5.26138665459111,-3.98
3.81106467861945,-3.97
5.43620536312848,-3.96
7.11541290001217,-3.95
4.67053469179564,-3.94
4.384574807529,-3.93
6.40214477104346,-3.92
3.75771887313098,-3.91
4.27423999523928,-3.9
4.57359209095567,-3.89
5.1693678419824,-3.88
3.42975800265637,-3.87
3.50788798440511,-3.86
4.73740189162664,-3.85
4.20154823015594,-3.84
2.67284031690558,-3.83
2.58383195789795,-3.82
2.53431519765764,-3.81
4.24568171782759,-3.8
4.63885740224562,-3.79
4.81306355837499,-3.78
3.04469449254574,-3.77
2.05694406356182,-3.76
4.62152832713557,-3.75
3.90701500601918,-3.74
3.93580487019854,-3.73
3.51019362613883,-3.72
3.56786560005316,-3.71
5.74472692040246,-3.7
3.6530643320194,-3.69
4.28204198336018,-3.68
1.56469074889774,-3.67
2.21377533190033,-3.66
2.88493278887648,-3.65
3.77933799886342,-3.64
3.96049950697441,-3.63
6.07530822612979,-3.62
1.77525314991423,-3.61
1.77188548541663,-3.6
3.18667535597054,-3.59
2.56663317037124,-3.58
2.366049065067,-3.57
4.32647744247998,-3.56
2.91622571740294,-3.55
3.78111478607978,-3.54
3.48609470543078,-3.53
1.65241585776151,-3.52
3.98971608736853,-3.51
2.93869417800722,-3.5
2.50434912329657,-3.49
2.98517876510807,-3.48
3.50392655699367,-3.47
4.18810951339137,-3.46
3.15816106929456,-3.45
1.30466192625328,-3.44
3.83728449169804,-3.43
2.43044203550269,-3.42
4.79643024959754,-3.41
3.53590586850764,-3.4
3.55500498468999,-3.39
2.53515520058861,-3.38
2.00859107780742,-3.37
2.09793407639032,-3.36
1.50754482946519,-3.35
1.95713600192004,-3.34
3.93972310043158,-3.33
2.13684518677853,-3.32
2.65316541828235,-3.31
4.24807742394855,-3.3
2.17025726896535,-3.29
2.44611374867199,-3.28
3.31780869370022,-3.27
2.80510707981313,-3.26
3.04783613642468,-3.25
2.18672418084222,-3.24
2.36834759079325,-3.23
4.14560743237468,-3.22
4.52796902364468,-3.21
2.45319297683364,-3.2
1.69486517417634,-3.19
2.35977640992725,-3.18
1.85515430826738,-3.17
1.69629718217241,-3.16
0.423034414611717,-3.15
0.830178655633276,-3.14
2.33404445289701,-3.13
1.69976536406727,-3.12
3.6528649114266,-3.11
0.463386092087412,-3.1
1.3701954309833,-3.09
2.78622052955267,-3.08
2.73732105846905,-3.07
1.81323898587619,-3.06
1.23543025511602,-3.05
-0.146699438317472,-3.04
1.73467985205344,-3.03
2.66627517820913,-3.02
2.06226654029118,-3.01
0.800804765200313,-3
3.11278894412399,-2.99
2.88129496993755,-2.98
1.94152346368429,-2.97
2.20191372643275,-2.96
2.18143876029726,-2.95
2.27450656272472,-2.94
2.85656038888822,-2.93
1.71324250266052,-2.92
3.65165414843141,-2.91
0.907270318957553,-2.9
1.71965851174204,-2.89
1.23058063265981,-2.88
1.35580315260122,-2.87
0.359944097288694,-2.86
3.16819338120416,-2.85
2.06955500773433,-2.84
1.85741019169216,-2.83
2.0718370297021,-2.82
1.25639440069389,-2.81
1.58895837676804,-2.8
2.84827991140505,-2.79
1.87656329479795,-2.78
2.44660664316236,-2.77
2.58363082534215,-2.76
2.94933203110423,-2.75
1.37933012205783,-2.74
1.16239514307556,-2.73
2.28067517133345,-2.72
0.952191630700062,-2.71
3.064626457307,-2.7
0.809920272801556,-2.69
2.9693139880591,-2.68
3.4988015877755,-2.67
0.578720784436973,-2.66
3.04440501948388,-2.65
2.37655869292166,-2.64
1.96872005914493,-2.63
1.61079112408867,-2.62
1.65895148569524,-2.61
2.72367104517652,-2.6
1.19034970153386,-2.59
1.22375285635639,-2.58
4.92055725277961,-2.57
3.41863008136295,-2.56
2.91147394926415,-2.55
2.77950436600407,-2.54
1.79359055849127,-2.53
0.0770717896068032,-2.52
1.62343965126089,-2.51
2.5739382516764,-2.5
2.48227389908185,-2.49
3.41355261991876,-2.48
3.02986408268487,-2.47
2.26029112769949,-2.46
1.25367943912124,-2.45
1.52185494295771,-2.44
2.31443988558381,-2.43
1.33228483563292,-2.42
1.35817969259688,-2.41
3.25712412074733,-2.4
1.6689567604003,-2.39
0.22165404185201,-2.38
-0.389537462526814,-2.37
2.04889497734577,-2.36
1.32529368068976,-2.35
1.4077488239033,-2.34
1.66652629478713,-2.33
1.84451558627838,-2.32
0.789474530530091,-2.31
1.78468513458437,-2.3
-0.384023021729227,-2.29
0.87953077839582,-2.28
1.42115708513997,-2.27
2.09477855532936,-2.26
2.09742314821377,-2.25
3.08873324663554,-2.24
3.50681584127168,-2.23
2.27211513349728,-2.22
1.00338695221469,-2.21
2.36617155125674,-2.2
3.0886959859511,-2.19
2.96748872858352,-2.18
1.94508914734393,-2.17
0.390517244760001,-2.16
0.561054188966188,-2.15
1.48744701539212,-2.14
2.37808955459549,-2.13
1.27211162123869,-2.12
0.296870961068955,-2.11
3.19100188165658,-2.1
1.42189092030516,-2.09
2.8793938418728,-2.08
2.32081880433519,-2.07
0.583276238635102,-2.06
1.94861952062979,-2.05
2.57240791698985,-2.04
1.21799614761095,-2.03
1.21471695874834,-2.02
2.23478421093492,-2.01
0.882152794254501,-2
1.2439666471597,-1.99
3.25723889045878,-1.98
1.59348707043038,-1.97
2.39797239652498,-1.96
1.46061132103901,-1.95
0.411980630674266,-1.94
1.48352784097937,-1.93
1.40687056349925,-1.92
2.17602681181401,-1.91
1.47854512031063,-1.9
2.99873303416697,-1.89
-0.060613794504,-1.88
2.39113639698993,-1.87
1.47697739971494,-1.86
2.98094868611755,-1.85
2.0918452534846,-1.84
3.66280149871737,-1.83
1.62987239388801,-1.82
1.72841235182323,-1.81
2.52880526705655,-1.8
3.11475668865452,-1.79
0.861147972516219,-1.78
-0.573062946834552,-1.77
1.89455757894284,-1.76
2.3419563859686,-1.75
3.62439513685352,-1.74
1.8487576941869,-1.73
2.20959922015153,-1.72
2.79667112023366,-1.71
1.51621588157739,-1.7
1.12927014279216,-1.69
1.9219996203565,-1.68
0.384008214040764,-1.67
2.67500673160272,-1.66
1.14199325037266,-1.65
0.631697534008056,-1.64
2.2548800800228,-1.63
2.68384418708049,-1.62
1.98009222656835,-1.61
2.75477394961337,-1.6
2.98736893521752,-1.59
2.92444272652922,-1.58
2.04410884448225,-1.57
2.52689638982509,-1.56
1.71886364631643,-1.55
3.79047651276139,-1.54
1.57052253837316,-1.53
1.14770998985539,-1.52
1.68392754850335,-1.51
1.62573824251954,-1.5
1.05140486603024,-1.49
1.06302201243697,-1.48
4.07937336620921,-1.47
2.42729433308873,-1.46
1.44657462062524,-1.45
3.44768321982141,-1.44
1.43241642732231,-1.43
3.93543926816166,-1.42
2.11996283381668,-1.41
1.65337823703288,-1.4
3.75282163964525,-1.39
1.88535361909622,-1.38
2.46258706156374,-1.37
3.19143375619903,-1.36
2.76532973577725,-1.35
1.84661928771813,-1.34
0.390139175187992,-1.33
1.72513282798169,-1.32
3.20058183472541,-1.31
3.60538864711184,-1.3
2.78553269562226,-1.29
3.47797804690924,-1.28
2.88468232769129,-1.27
4.02516117058037,-1.26
4.08311648021744,-1.25
2.01178054379899,-1.24
2.62640173683666,-1.23
3.21869502256465,-1.22
3.91195489478979,-1.21
2.78752401577845,-1.2
2.13631220403026,-1.19
2.63254314183083,-1.18
1.34080294139524,-1.17
2.15293646584365,-1.16
1.83699016203375,-1.15
2.89024185652599,-1.14
2.47524249818519,-1.13
3.87650059508126,-1.12
2.93875513518728,-1.11
1.62029741064916,-1.1
3.20462379126329,-1.09
1.78170310074813,-1.08
2.99580453783382,-1.07
5.24533940144664,-1.06
2.37404904878483,-1.05
3.02498602208319,-1.04
3.98077894045128,-1.03
1.83153711313024,-1.02
4.11263022118652,-1.01
2.46917230191435,-1
3.71440196683685,-0.99
2.35962976308968,-0.98
4.63586944241471,-0.97
4.11010053844429,-0.96
2.24253217985803,-0.95
4.76963401545287,-0.94
2.67275945755004,-0.93
3.77059037197386,-0.92
3.15365082381463,-0.91
2.98269951033958,-0.9
5.03037181060794,-0.89
1.47257019145836,-0.88
1.50555722744071,-0.87
3.84670378818405,-0.86
0.883082609536024,-0.85
3.88012802994753,-0.84
4.37731747600032,-0.83
1.59572850117659,-0.82
3.06143532232355,-0.81
2.50702909498115,-0.8
4.05030125437809,-0.79
2.49618236897723,-0.78
3.94506605324835,-0.77
2.3887965922618,-0.76
4.24232039326343,-0.75
3.54955211310431,-0.74
2.0026623217507,-0.73
2.04926099174823,-0.72
3.2688066384026,-0.71
1.24590266714792,-0.7
4.15148613038228,-0.69
4.72397658585988,-0.68
3.92063608556469,-0.67
2.12357535259892,-0.66
3.523286918512,-0.649999999999999
5.53224910380684,-0.64
4.56395342892777,-0.63
3.8637894138981,-0.62
4.20381206379671,-0.61
4.68480650461641,-0.6
3.5451478730113,-0.59
3.25822280394724,-0.58
3.10661432659379,-0.57
3.54955944290311,-0.56
3.16737087985303,-0.55
2.64713799866342,-0.54
2.49318351687483,-0.53
4.0422798451402,-0.52
2.88085466402754,-0.51
2.51632112630794,-0.5
2.09767854445075,-0.49
2.10694640067627,-0.48
4.1785957202252,-0.47
3.13938771410132,-0.46
4.13392742757403,-0.45
4.74169376810038,-0.44
3.27084921712482,-0.43
4.27449914961356,-0.42
6.45634287281958,-0.41
3.23634470613814,-0.399999999999999
4.03061828142278,-0.39
3.28880723603495,-0.38
4.72247540166871,-0.37
3.21652542831152,-0.36
3.21079078821996,-0.35
4.30209175731212,-0.34
3.62850126095304,-0.33
2.97673098678995,-0.32
1.50563712853363,-0.31
2.27564239906587,-0.3
3.15388357663299,-0.29
4.49385396634398,-0.28
4.41543701029926,-0.27
4.273637270886,-0.26
4.76618325860207,-0.25
3.54986681202925,-0.24
4.14165558203644,-0.23
3.70904499809092,-0.22
4.23091267228763,-0.21
3.60693243880018,-0.2
4.83592353429334,-0.19
2.25214557467236,-0.18
6.18640672863264,-0.17
3.56484255248501,-0.16
2.61357351550221,-0.149999999999999
2.71119572141748,-0.14
3.8254670596626,-0.13
5.1790106390544,-0.12
2.94434374406334,-0.11
4.31707527557753,-0.0999999999999996
3.08264535224383,-0.0899999999999999
4.87341864244792,-0.0800000000000001
3.37736677773403,-0.0700000000000003
3.14177606527976,-0.0599999999999996
6.12591302856615,-0.0499999999999998
4.2391595356414,-0.04
5.27802788412174,-0.0300000000000002
4.93741119250704,-0.0199999999999996
4.20024894889197,-0.00999999999999979
5.35340102834514,0
3.8958979215618,0.00999999999999979
4.56597515923785,0.0199999999999996
2.47604191149945,0.0300000000000002
2.81771410948214,0.04
4.81472003364816,0.0499999999999998
3.70516781372294,0.0599999999999996
3.6588320479867,0.0700000000000003
4.46293680835524,0.0800000000000001
1.45929373038906,0.0899999999999999
3.73764901290845,0.0999999999999996
3.02764411761672,0.11
4.58936702163686,0.12
4.15706375304288,0.13
2.60394849611477,0.14
4.0459936383074,0.149999999999999
3.92890507008053,0.16
4.6883290245967,0.17
3.54754948469532,0.18
2.83297238483654,0.19
4.1160561463885,0.2
4.70205301272637,0.21
4.57073047448696,0.22
4.87946309114234,0.23
3.29110720294098,0.24
3.38487728853982,0.25
3.57656152768535,0.26
4.87179725160515,0.27
4.54698593482429,0.28
4.6230777082339,0.29
5.29831591426451,0.3
4.96713135918321,0.31
4.12392928435771,0.32
4.46826578505856,0.33
6.54326360345508,0.34
5.76533288324058,0.35
3.88354756725834,0.36
2.47583464902332,0.37
3.95637251291538,0.38
4.4913070847387,0.39
2.36767705963299,0.399999999999999
5.67638043237051,0.41
5.80096724329004,0.42
4.3780767435638,0.43
4.00559869257987,0.44
5.15716944820387,0.45
5.14478543626552,0.46
4.29351488150753,0.47
3.87312001065714,0.48
4.69483636662774,0.49
6.30649066079656,0.5
2.9976742501469,0.51
6.17838605251695,0.52
2.63172392714347,0.53
3.63857353379443,0.54
5.05748520652955,0.55
5.59997514630245,0.56
3.63438500409935,0.57
4.32142705498126,0.58
3.69635297989598,0.59
2.97857504204517,0.6
5.66796011670611,0.61
4.05279360961557,0.62
4.57184766969588,0.63
6.66135247880265,0.64
4.8971120676575,0.649999999999999
