a,d
3.56140098825867,1.01042781216633
4.50402473403536,1.02531388158302
7.92983272781019,1.03905602417071
9.41588912275323,1.04128389642273
10.7625655209557,1.2323916045452
5.6032488538691,1.31791701131373
6.46339237947571,1.31855738690508
6.35508158077368,1.36540625405551
4.67769292172645,1.44029482910686
7.40535142939906,1.44720448946477
10.2098822776809,1.44958324696505
8.79555018283346,1.60987233873631
7.42533969820602,2.20097711322786
13.9508053106805,2.49951741605772
11.1612097613593,2.66173911728685
8.21084342346886,2.76497048428415
10.9569244438358,2.90847978202912
11.5919940756456,2.97135551146846
12.8442597957412,3.30375016799543
11.4844572264146,3.31629264786459
9.7309969043883,3.32684988048208
10.9919559272579,3.37307776380794
10.7011645039917,3.40927311186292
10.0575461133562,3.53885704631521
14.4972912648502,3.65354246942592
13.354065740238,3.67856259907659
12.2163739918891,3.67861008083146
10.2953382705904,3.82582780472515
12.6895958919319,3.8459264632603
10.1801809802404,3.86507602240418
12.5959266394883,3.89795708950369
13.5342452261563,4.09774344139774
14.8235255487692,4.14347800507857
13.6832930180588,4.22945203347672
11.8077326998402,4.2791726713705
12.1188452778486,4.2903585700383
13.9988447879659,4.47150503212864
11.6796546804599,4.5631634809485
12.3929648696176,4.61279957170574
14.1327263708248,4.6188291946872
14.883614008128,4.77246756806212
17.8471324413884,4.8259843568263
13.7806528895266,4.89144633265787
13.4386748359292,5.36819626155995
16.2364269794353,5.39166375127157
13.4244932522161,5.54277858776315
17.8546165421087,5.57528658073203
16.2076980547623,5.60859970003367
14.1547506840861,5.64076088205438
16.6899607542723,5.79634824180597
16.3558491121564,5.85959616463865
16.5335851589861,6.17110821506926
13.3389796323136,6.24212718422677
17.6379536082499,6.3813061513512
14.118313438815,6.51475499705547
17.2334948940113,6.71911629420188
17.7272548455956,6.8772476296523
21.7430657317084,6.87939935005323
21.3262569350237,6.93009495053381
18.4586398801445,7.00674115377509
19.5745313144603,7.36605351447424
18.3453496006189,7.80217509220225
20.6041707168452,7.92043979292578
21.4716193757546,8.03147953502722
19.2832455918302,8.13867118912322
21.7858522092681,8.26246006689117
22.3220970473252,8.39113074932265
22.9932789680833,8.418778909125
26.3741253075052,8.45162422186009
23.5854667332387,8.64768169098883
22.2692804365612,8.70701663306455
23.892666287431,8.71291877881879
24.469148863836,8.71413065798194
24.2526034834242,8.783819236546
23.0841226842172,9.0383632518049
25.9626768027753,9.15334486655706
21.2558611854685,9.17887282273463
20.4564711963364,9.41945577266476
25.5359639941985,9.43500463054026
25.1670233184839,9.64890016328449
25.3297112386257,9.66974788526121
26.78545490534,9.76034581821392
27.7520998260514,9.77340367807438
25.6080415726466,9.8239149401155
25.7022127859288,9.87051887122328
22.1032045417397,9.88163466347867
23.4370201660647,9.92815072531158
25.9858984166196,10.0195023843812
24.7022411918506,10.2103917468386
27.0724870522987,10.2392407069175
25.387388072213,10.2992030419259
24.0942826777031,10.3432913127111
26.2807343228436,10.3770947668647
23.8613491756853,10.3905618424172
24.196286505572,10.4473469031875
26.243931231528,10.4623643006443
26.5149227959835,10.4742268636085
25.7383600081991,10.5706829568989
25.5629002293498,10.6197095468737
29.4995129908833,10.7541143150579
